PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	224.0	2.49859e-21	gi|1020518417|ref|XP_016098525.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Sinocyclocheilus grahami]
						1	226.0	2.50343e-21	gi|1511124103|ref|XP_026873549.1| vascular endothelial growth factor A-like [Electrophorus electricus]
						1	220.0	2.55567e-21	gi|1338745756|ref|XP_023668848.1| vascular endothelial growth factor A-A-like isoform X3 [Paramormyrops kingsleyae]
						1	229.0	2.58766e-21	gi|1316084320|ref|XP_005806609.2| vascular endothelial growth factor B [Xiphophorus maculatus] >gi|1316084322|ref|XP_023184471.1| vascular endothelial growth factor B [Xiphophorus maculatus]
						1	220.0	2.61382e-21	gi|835868287|ref|XP_012776667.1| placenta growth factor isoform X2 [Maylandia zebra] >gi|1468902111|ref|XP_026008378.1| placenta growth factor isoform X2 [Astatotilapia calliptera]
						1	229.0	2.6148e-21	gi|1570549672|ref|XP_027865133.1| vascular endothelial growth factor B [Xiphophorus couchianus]
						1	227.0	2.6391e-21	gi|1472973025|ref|XP_026213421.1| vascular endothelial growth factor B [Anabas testudineus]
						1	220.0	2.64218e-21	gi|554811923|ref|XP_005916815.1| PREDICTED: placenta growth factor isoform X2 [Haplochromis burtoni]
						1	227.0	2.7321e-21	gi|1250152032|ref|XP_022616130.1| vascular endothelial growth factor B [Seriola dumerili]
						1	227.0	2.90379e-21	gi|1386822955|ref|XP_024859989.1| vascular endothelial growth factor B isoform X1 [Kryptolebias marmoratus]
						1	225.0	2.93687e-21	gi|1052250566|gb|AOC60665.1| VEGFAb [Misgurnus anguillicaudatus]
						1	222.0	2.95512e-21	gi|657594550|ref|XP_008301894.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Stegastes partitus]
						1	227.0	3.01919e-21	gi|542173425|ref|XP_005467560.1| vascular endothelial growth factor B [Oreochromis niloticus]
						1	228.0	3.03875e-21	gi|1199322227|ref|XP_012711487.2| vascular endothelial growth factor B [Fundulus heteroclitus]
						1	225.0	3.16499e-21	gi|1020518415|ref|XP_016098524.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Sinocyclocheilus grahami]
						1	220.0	3.20272e-21	gi|1143373426|ref|XP_019940388.1| PREDICTED: vascular endothelial growth factor A-like [Paralichthys olivaceus]
						1	225.0	3.29335e-21	gi|1308434186|ref|XP_023137808.1| vascular endothelial growth factor B isoform X2 [Amphiprion ocellaris]
						1	221.0	3.66157e-21	gi|1470006309|ref|XP_026149176.1| vascular endothelial growth factor A-A-like isoform X4 [Mastacembelus armatus]
						1	220.0	3.66836e-21	gi|1367442365|ref|XP_024276575.1| vascular endothelial growth factor A-like isoform X2 [Oncorhynchus tshawytscha]
						1	225.0	3.73366e-21	gi|1520600152|ref|XP_026990873.1| vascular endothelial growth factor B isoform X1 [Tachysurus fulvidraco]
						1	219.0	3.9673e-21	gi|972978130|ref|XP_015205540.1| PREDICTED: placenta growth factor-like isoform X3 [Lepisosteus oculatus]
						1	225.0	4.14347e-21	gi|657531740|ref|XP_008302409.1| PREDICTED: vascular endothelial growth factor B [Stegastes partitus]
						1	214.0	4.2803e-21	gi|1387718314|gb|PWA16453.1| hypothetical protein CCH79_00004499, partial [Gambusia affinis]
						1	221.0	4.58625e-21	gi|1079752008|ref|XP_018545725.1| PREDICTED: placenta growth factor-like isoform X2 [Lates calcarifer]
						1	219.0	5.18893e-21	gi|1473018314|ref|XP_026197540.1| snake venom vascular endothelial growth factor toxin ICPP-like [Anabas testudineus]
						1	230.0	5.26472e-21	gi|642096572|emb|CDQ79141.1| unnamed protein product [Oncorhynchus mykiss]
						1	219.0	5.88835e-21	gi|1143386088|ref|XP_019947244.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Paralichthys olivaceus]
						1	219.0	5.90356e-21	gi|1143386086|ref|XP_019947243.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Paralichthys olivaceus]
						1	219.0	6.22961e-21	gi|229365720|gb|ACQ57840.1| Vascular endothelial growth factor A precursor [Anoplopoma fimbria]
						1	223.0	6.32876e-21	gi|1469104089|ref|XP_026061068.1| vascular endothelial growth factor A-like isoform X1 [Carassius auratus]
						1	220.0	6.60085e-21	gi|734635787|ref|XP_010746501.1| vascular endothelial growth factor A-A isoform X1 [Larimichthys crocea]
						1	218.0	7.06943e-21	gi|1228972847|ref|XP_022050134.1| vascular endothelial growth factor A-like isoform X1 [Acanthochromis polyacanthus]
						1	222.0	8.68411e-21	gi|1024967212|ref|XP_016304874.1| PREDICTED: snake venom vascular endothelial growth factor toxin barietin-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	216.0	8.74805e-21	gi|1020530244|ref|XP_016104842.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus grahami]
						1	217.0	9.39843e-21	gi|1129904962|ref|XP_019721042.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Hippocampus comes]
						1	213.0	9.53419e-21	gi|289656892|gb|ADD14231.1| vascular endothelial growth factor, partial [Chaenocephalus aceratus]
						1	221.0	1.05995e-20	gi|929114032|ref|XP_014068419.1| PREDICTED: vascular endothelial growth factor B isoform X3 [Salmo salar]
						1	222.0	1.09151e-20	gi|929114024|ref|XP_014068415.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Salmo salar] >gi|929114026|ref|XP_014068416.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Salmo salar] >gi|929114028|ref|XP_014068417.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Salmo salar] >gi|929114030|ref|XP_014068418.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Salmo salar]
						1	223.0	1.16963e-20	gi|1317103504|ref|XP_023263097.1| vascular endothelial growth factor B-like [Seriola lalandi dorsalis]
						1	217.0	1.17174e-20	gi|1143386090|ref|XP_019947245.1| PREDICTED: vascular endothelial growth factor A-like isoform X3 [Paralichthys olivaceus]
						1	222.0	1.17533e-20	gi|1079782067|ref|XP_018515937.1| PREDICTED: vascular endothelial growth factor B [Lates calcarifer]
						1	215.0	1.20803e-20	gi|928075361|ref|XP_013887613.1| PREDICTED: vascular endothelial growth factor A-like [Austrofundulus limnaeus]
						1	221.0	1.21276e-20	gi|1469058688|ref|XP_026135998.1| vascular endothelial growth factor A-like [Carassius auratus]
						1	216.0	1.23335e-20	gi|1143386092|ref|XP_019947246.1| PREDICTED: vascular endothelial growth factor A-like isoform X4 [Paralichthys olivaceus]
						1	216.0	1.26028e-20	gi|657733934|ref|XP_008333113.1| placenta growth factor [Cynoglossus semilaevis]
						1	212.0	1.27772e-20	gi|642110342|emb|CDQ71392.1| unnamed protein product [Oncorhynchus mykiss]
						1	214.0	1.50493e-20	gi|1169061301|ref|XP_020443472.1| vascular endothelial growth factor A-A-like isoform X2 [Monopterus albus]
						1	221.0	1.52584e-20	gi|1207190896|ref|XP_005157219.2| vascular endothelial growth factor A-like [Danio rerio]
						1	221.0	1.52584e-20	gi|1207116351|ref|XP_021336786.1| vascular endothelial growth factor A-like [Danio rerio]
						1	217.0	1.83741e-20	gi|1042371275|ref|XP_017329905.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Ictalurus punctatus]
						1	213.0	1.94628e-20	gi|1168946694|ref|XP_020516571.1| vascular endothelial growth factor A-like, partial [Labrus bergylta]
						1	214.0	2.21133e-20	gi|47207392|emb|CAF99334.1| unnamed protein product [Tetraodon nigroviridis]
						1	220.0	2.46213e-20	gi|1469997638|ref|XP_026186672.1| vascular endothelial growth factor B [Mastacembelus armatus]
						1	219.0	2.5289e-20	gi|1024968760|ref|XP_016305697.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Sinocyclocheilus anshuiensis] >gi|1024968762|ref|XP_016305698.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	216.0	2.61426e-20	gi|1503209862|ref|XP_026773469.1| snake venom vascular endothelial growth factor toxin ICPP-like isoform X2 [Pangasianodon hypophthalmus]
						1	219.0	2.87577e-20	gi|1143354680|ref|XP_019965653.1| PREDICTED: vascular endothelial growth factor B [Paralichthys olivaceus]
						1	212.0	2.96409e-20	gi|1129952206|ref|XP_019735615.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Hippocampus comes] >gi|1129952208|ref|XP_019735616.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Hippocampus comes]
						1	216.0	3.07134e-20	gi|1469931324|ref|XP_026163041.1| placenta growth factor-like isoform X2 [Mastacembelus armatus]
						1	217.0	3.12715e-20	gi|1020448085|ref|XP_016132932.1| PREDICTED: vascular endothelial growth factor A-like [Sinocyclocheilus grahami]
						1	212.0	3.26998e-20	gi|1469068580|ref|XP_026141272.1| placenta growth factor-like isoform X2 [Carassius auratus]
						1	214.0	3.43178e-20	gi|1308513006|ref|XP_023147796.1| vascular endothelial growth factor A-like [Amphiprion ocellaris]
						1	216.0	3.44154e-20	gi|1101613993|ref|XP_018971417.1| PREDICTED: vascular endothelial growth factor A-like [Cyprinus carpio]
						1	219.0	3.63127e-20	gi|583971876|ref|XP_006781356.1| PREDICTED: vascular endothelial growth factor A-A-like [Neolamprologus brichardi]
						1	217.0	3.66015e-20	gi|1469931322|ref|XP_026163032.1| vascular endothelial growth factor A-A-like isoform X1 [Mastacembelus armatus]
						1	218.0	4.19929e-20	gi|736248985|ref|XP_010787435.1| PREDICTED: placenta growth factor-like [Notothenia coriiceps]
						1	212.0	4.37538e-20	gi|1228972849|ref|XP_022050135.1| vascular endothelial growth factor A-like isoform X2 [Acanthochromis polyacanthus]
						1	214.0	4.48145e-20	gi|1168937107|ref|XP_020511831.1| vascular endothelial growth factor A-A-like isoform X1 [Labrus bergylta] >gi|1168937109|ref|XP_020511832.1| vascular endothelial growth factor A-A-like isoform X1 [Labrus bergylta]
						1	224.0	4.58238e-20	gi|1564313857|gb|RXN11377.1| CLOCK-interacting pacemaker-like protein [Labeo rohita]
						1	212.0	5.77297e-20	gi|1395244139|gb|AWP15647.1| putative vascular endothelial growth factor A-A-like, partial [Scophthalmus maximus]
						1	208.0	6.08008e-20	gi|289656894|gb|ADD14232.1| vascular endothelial growth factor, partial [Champsocephalus gunnari]
						1	210.0	6.32767e-20	gi|1317124967|ref|XP_023274412.1| vascular endothelial growth factor A-A-like isoform X2 [Seriola lalandi dorsalis] >gi|1317124969|ref|XP_023274413.1| vascular endothelial growth factor A-A-like isoform X3 [Seriola lalandi dorsalis] >gi|1317124971|ref|XP_023274414.1| vascular endothelial growth factor A-A-like isoform X3 [Seriola lalandi dorsalis]
						1	214.0	6.40795e-20	gi|1168887076|ref|XP_020485768.1| placenta growth factor-like isoform X1 [Labrus bergylta]
						1	216.0	6.82547e-20	gi|597767273|ref|XP_007247495.1| vascular endothelial growth factor A [Astyanax mexicanus]
						1	208.0	6.90703e-20	gi|56785761|gb|AAW29018.1| vascular endothelial growth factor isoform 165, partial [Epinephelus coioides]
						1	209.0	8.65337e-20	gi|736197851|ref|XP_010773475.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Notothenia coriiceps]
						1	210.0	1.05522e-19	gi|1250105794|ref|XP_022626121.1| vascular endothelial growth factor A-like isoform X2 [Seriola dumerili]
						1	215.0	1.19885e-19	gi|1025229030|ref|XP_016431756.1| PREDICTED: vascular endothelial growth factor A-like [Sinocyclocheilus rhinocerous]
						1	213.0	1.21298e-19	gi|1025300228|ref|XP_016381063.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	214.0	1.3182e-19	gi|1025300220|ref|XP_016381061.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Sinocyclocheilus rhinocerous] >gi|1025300224|ref|XP_016381062.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Sinocyclocheilus rhinocerous]
						1	209.0	1.36831e-19	gi|1079752010|ref|XP_018545726.1| PREDICTED: placenta growth factor-like isoform X3 [Lates calcarifer]
						1	209.0	1.44304e-19	gi|1250105796|ref|XP_022626122.1| vascular endothelial growth factor A-like isoform X3 [Seriola dumerili]
						1	212.0	1.58542e-19	gi|1514825993|gb|ROI37376.1| Vascular endothelial growth factor A [Anabarilius grahami]
						1	210.0	1.85959e-19	gi|1169061299|ref|XP_020443471.1| vascular endothelial growth factor A-A-like isoform X1 [Monopterus albus]
						1	209.0	1.88812e-19	gi|1250105792|ref|XP_022626120.1| vascular endothelial growth factor A-like isoform X1 [Seriola dumerili]
						1	206.0	1.96806e-19	gi|1503262853|ref|XP_026794154.1| vascular endothelial growth factor A-A-like [Pangasianodon hypophthalmus]
						1	206.0	1.98622e-19	gi|1250139494|ref|XP_022609254.1| vascular endothelial growth factor A-A-like isoform X2 [Seriola dumerili]
						1	207.0	2.0561e-19	gi|642081124|emb|CDQ85851.1| unnamed protein product [Oncorhynchus mykiss]
						1	208.0	2.0756e-19	gi|1042333175|ref|XP_017311733.1| PREDICTED: vascular endothelial growth factor A-like [Ictalurus punctatus]
						1	208.0	2.09154e-19	gi|1469975476|ref|XP_026174756.1| snake venom vascular endothelial growth factor toxin apiscin-like isoform X3 [Mastacembelus armatus]
						1	208.0	2.12471e-19	gi|1317146396|ref|XP_023285823.1| vascular endothelial growth factor A-like [Seriola lalandi dorsalis]
						1	209.0	2.26321e-19	gi|1469975474|ref|XP_026174755.1| vascular endothelial growth factor A-like isoform X2 [Mastacembelus armatus]
						1	208.0	3.20925e-19	gi|1129952204|ref|XP_019735614.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Hippocampus comes]
						1	206.0	3.35274e-19	gi|736197849|ref|XP_010773473.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Notothenia coriiceps]
						1	202.0	3.82022e-19	gi|289656890|gb|ADD14230.1| vascular endothelial growth factor, partial [Notothenia coriiceps]
						1	206.0	7.2196e-19	gi|1317124963|ref|XP_023274410.1| vascular endothelial growth factor A-A-like isoform X1 [Seriola lalandi dorsalis] >gi|1317124965|ref|XP_023274411.1| vascular endothelial growth factor A-A-like isoform X1 [Seriola lalandi dorsalis]
						1	204.0	7.24361e-19	gi|47209775|emb|CAF95492.1| unnamed protein product, partial [Tetraodon nigroviridis]
						1	202.0	1.09578e-18	gi|542207336|ref|XP_005477020.1| placenta growth factor isoform X2 [Oreochromis niloticus]
						1	204.0	1.67037e-18	gi|1389927152|ref|XP_008311403.2| vascular endothelial growth factor A-like isoform X1 [Cynoglossus semilaevis]
						1	203.0	2.26114e-18	gi|1250139492|ref|XP_022609253.1| vascular endothelial growth factor A-A-like isoform X1 [Seriola dumerili]
						1	201.0	2.80642e-18	gi|1168887078|ref|XP_020485769.1| placenta growth factor-like isoform X2 [Labrus bergylta]
						1	200.0	3.27528e-18	gi|47217292|emb|CAG01515.1| unnamed protein product [Tetraodon nigroviridis]
						1	197.0	4.37634e-18	gi|1024947410|ref|XP_016362788.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP-like isoform X3 [Sinocyclocheilus anshuiensis]
						1	201.0	4.61694e-18	gi|1348562839|ref|XP_023995214.1| placenta growth factor-like isoform X1 [Salvelinus alpinus]
						1	201.0	6.53856e-18	gi|1469975472|ref|XP_026174754.1| vascular endothelial growth factor A-like isoform X1 [Mastacembelus armatus]
						1	207.0	7.56334e-18	gi|47230180|emb|CAG10594.1| unnamed protein product, partial [Tetraodon nigroviridis]
						1	203.0	1.45505e-17	gi|1395248433|gb|AWP19797.1| putative vascular endothelial growth factor A-like [Scophthalmus maximus]
						1	199.0	1.81289e-17	gi|47225276|emb|CAG09776.1| unnamed protein product, partial [Tetraodon nigroviridis]
						1	193.0	2.08879e-17	gi|1158895648|ref|XP_020352467.1| placenta growth factor-like isoform X3 [Oncorhynchus kisutch]
						1	198.0	2.50127e-17	gi|1342977784|ref|XP_023846146.1| vascular endothelial growth factor A [Salvelinus alpinus]
						1	196.0	2.56029e-17	gi|1389927154|ref|XP_008311404.2| vascular endothelial growth factor A-like isoform X2 [Cynoglossus semilaevis]
						1	184.0	7.24547e-17	gi|938043359|gb|KPP56800.1| hypothetical protein Z043_125543, partial [Scleropages formosus]
						1	189.0	7.36558e-17	gi|1342982799|ref|XP_023847753.1| snake venom vascular endothelial growth factor toxin VR-1'-like [Salvelinus alpinus]
						1	200.0	7.75132e-17	gi|1229019996|ref|XP_022074619.1| vascular endothelial growth factor C-like [Acanthochromis polyacanthus]
						1	189.0	8.64872e-17	gi|1469168291|ref|XP_026090906.1| snake venom vascular endothelial growth factor toxin ICPP-like [Carassius auratus]
						1	187.0	1.02237e-16	gi|966672055|gb|KTG05436.1| hypothetical protein cypCar_00017754, partial [Cyprinus carpio]
						1	190.0	1.16425e-16	gi|768940603|ref|XP_011610239.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Takifugu rubripes]
						1	198.0	1.46624e-16	gi|657791910|ref|XP_008322816.1| vascular endothelial growth factor C-like [Cynoglossus semilaevis]
						1	196.0	2.4826e-16	gi|1168938287|ref|XP_020512482.1| vascular endothelial growth factor C-like isoform X1 [Labrus bergylta]
						1	195.0	3.37667e-16	gi|1168938289|ref|XP_020512483.1| vascular endothelial growth factor C-like isoform X2 [Labrus bergylta]
						1	195.0	3.48547e-16	gi|657564584|ref|XP_008285548.1| PREDICTED: vascular endothelial growth factor C-like [Stegastes partitus]
						1	194.0	4.13895e-16	gi|1169005656|ref|XP_020456292.1| vascular endothelial growth factor C-like isoform X2 [Monopterus albus]
						1	195.0	4.18105e-16	gi|1570555253|ref|XP_027866604.1| vascular endothelial growth factor C-like [Xiphophorus couchianus]
						1	195.0	4.34796e-16	gi|1316087545|ref|XP_023185762.1| vascular endothelial growth factor C-like [Xiphophorus maculatus]
						1	194.0	4.36973e-16	gi|1169005654|ref|XP_020456291.1| vascular endothelial growth factor C-like isoform X1 [Monopterus albus]
						1	184.0	4.58497e-16	gi|1042304678|ref|XP_017348737.1| PREDICTED: vascular endothelial growth factor A-like [Ictalurus punctatus]
						1	194.0	4.68714e-16	gi|1308449769|ref|XP_023142533.1| vascular endothelial growth factor C-like [Amphiprion ocellaris]
						1	186.0	4.7138e-16	gi|768940601|ref|XP_003971646.2| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Takifugu rubripes]
